9914	17760
9915	17760
9916	17760
9917	17760
9918	17760
9919	17760
9824	17760
9825	17760
9826	17760
9827	17760
9828	17760
9829	17760
9831	17760
9834	17760
9872	17760
9873	17760
9874	17760
9875	17760
9876	17760
9877	17760
9878	17760
9881	17760
9888	17760
9889	17760
9890	17760
9891	17760
9892	17760
9893	17760
9894	17760
9895	17760
9743	17760
9744	17760
9745	17760
9746	17760
9747	17760
9748	17760
9749	17760
9750	17760
9856	17760
9494	17697
9526	17697
9472	17697
9445	17697
9459	17697
9495	17697
9478	17697
9595	17696
9659	17696
9649	17696
9663	17696
9623	17696
9622	17696
9607	17696
9857	17760
9858	17760
9861	17760
9863	17760
4235	17708
9473	17697
9511	17697
9477	17697
9524	17697
9475	17697
9483	17697
10048	17757
10049	17757
10050	17757
10051	17757
10052	17757
10053	17757
10054	17757
10055	17757
9238	17684
9235	17684
9228	17684
9242	17684
9224	17684
4182	17677
4182	17680
4190	17677
4190	17680
4185	17677
4185	17680
4193	17677
4193	17680
6702	17676
6702	17681
6639	17676
6639	17679
4177	17677
4177	17679
4164	17677
4164	17679
4166	17677
4166	17679
4168	17677
4168	17679
4176	17677
4176	17679
6666	17676
6666	17682
6662	17676
6662	17682
6646	17676
6646	17679
6695	17676
6695	17681
4626	17673
4624	17673
8453	17700
5484	17752
5265	17751
4527	17768
6619	17672
6619	17702
6619	17720
3780	17672
3780	17715
4226	17677
4226	17682
4221	17677
4221	17682
11941	17753
6926	17753
4231	17708
4250	17708
4234	17708
4237	17708
4240	17708
11405	17703
11374	17703
11384	17703
11366	17703
11389	17703
11409	17703
11385	17703
11377	17703
10923	17701
10929	17701
10984	17701
10906	17701
7178	17707
7139	17707
7144	17707
7188	17707
11143	17726
5075	17708
5075	17726
14366	17750
14422	17750
14416	17750
14362	17750
14415	17750
14426	17750
14414	17750
5264	17751
11940	17753
11012	17701
10988	17701
10882	17701
11004	17701
10900	17701
11496	17701
11581	17701
11607	17701
11571	17701
11536	17701
11557	17701
7339	17701
12370	17709
12431	17709
14699	17752
5398	17752
5397	17752
5408	17752
5335	17752
14364	17750
5251	17751
14297	17717
10513	17691
10516	17691
4255	17708
4247	17708
5263	17751
5269	17751
5267	17751
5249	17751
11821	17753
6901	17753
5137	17753
5114	17753
6899	17753
5129	17753
4248	17708
4256	17708
4236	17708
4230	17708
11379	17703
13668	17749
5425	17752
5452	17752
5480	17752
5477	17752
5443	17752
6888	17727
7209	17718
7217	17718
14937	17752
14593	17750
14594	17750
14599	17750
14586	17750
14553	17750
4601	17767
8240	17767
8241	17767
8242	17767
4604	17767
8258	17767
8264	17767
10789	17767
4636	17673
4682	17671
4682	17680
4725	17671
4725	17682
6492	17677
6492	17681
6498	17677
6498	17681
10662	17710
10662	17717
10643	17710
10643	17717
4153	17677
4153	17679
4192	17677
4192	17680
4186	17677
4186	17680
4196	17677
4196	17680
4214	17677
4214	17682
4210	17677
4210	17682
4418	17677
4418	17681
4410	17677
4410	17681
6558	17678
6566	17678
6552	17678
6555	17678
6548	17678
6612	17672
6612	17702
6612	17720
6680	17676
6680	17682
6669	17676
6669	17682
3864	17677
3864	17711
6750	17677
6750	17685
4146	17675
6381	17675
4143	17675
6369	17675
4154	17677
4154	17679
4161	17677
4161	17679
6436	17677
6436	17680
6433	17677
6433	17680
6403	17677
6403	17680
6454	17677
6454	17682
6465	17677
6465	17682
5244	17751
5118	17753
5356	17752
5373	17752
5372	17752
5381	17752
5116	17753
6916	17753
5135	17753
5140	17753
5322	17713
5093	17708
5093	17726
5108	17716
5108	17726
5086	17716
5086	17726
11207	17716
11207	17726
5052	17708
5052	17726
5061	17708
5061	17726
5082	17716
5082	17726
5065	17708
5065	17726
5079	17708
5079	17726
14438	17750
5254	17751
11801	17753
11957	17753
11949	17753
11819	17753
6910	17753
4243	17708
4238	17708
11367	17703
11027	17701
10864	17701
10969	17701
11468	17701
11424	17701
11459	17701
11491	17701
11551	17701
11527	17701
11575	17701
11577	17701
7328	17701
12876	17693
12876	17714
13013	17693
13013	17722
12970	17693
13049	17693
13049	17722
11325	17715
13727	17749
13741	17749
13653	17749
13742	17749
13666	17749
13708	17749
12373	17709
12371	17709
12401	17709
12390	17709
12442	17709
12421	17709
12445	17709
5435	17752
5489	17752
5486	17752
5483	17752
5444	17752
5515	17752
4779	17727
7274	17718
7220	17718
7294	17718
7232	17718
590	17719
559	17719
586	17719
585	17719
562	17719
558	17719
593	17719
588	17719
581	17719
12760	17724
12700	17724
12828	17724
12690	17724
12703	17724
12811	17724
12709	17724
12702	17724
12761	17724
12790	17724
14730	17752
14958	17752
14571	17750
14604	17750
14538	17750
14618	17750
14615	17750
14552	17750
14621	17750
11717	17712
5059	17708
5059	17726
5106	17716
5106	17726
5461	17752
5451	17752
