633	633
487	487
31	31
727	727
32	32
749	749
748	748
728	728
89	89
729	729
442	442
443	443
730	730
235	235
492	492
756	756
750	750
506	506
181	181
177	177
236	236
444	444
237	237
760	760
761	761
182	182
785	785
25	25
651	651
503	503
494	494
196	196
358	358
346	346
36	36
504	504
174	174
290	290
479	479
57	57
557	557
495	495
212	212
450	450
421	421
606	606
830	830
183	183
673	673
532	532
67	67
588	588
77	77
791	791
716	716
81	81
155	155
71	71
79	79
418	418
121	121
269	269
538	538
787	787
343	343
420	420
53	53
52	52
445	445
446	446
456	456
447	447
616	616
34	34
534	534
353	353
772	772
44	44
175	175
42	42
640	640
620	620
241	241
751	751
15	15
72	72
611	611
608	608
609	609
127	127
16	16
163	163
272	272
309	309
484	484
208	208
273	273
274	274
718	718
189	189
271	271
647	647
394	394
688	688
275	275
719	719
686	686
395	395
216	216
239	239
90	90
134	134
14	14
58	58
621	621
546	546
425	425
157	157
233	233
232	232
234	234
197	197
762	762
763	763
757	757
758	758
759	759
238	238
240	240
244	244
242	242
243	243
245	245
88	88
553	553
145	145
552	552
724	724
357	357
19	19
217	217
466	466
723	723
755	755
231	231
631	631
493	493
735	735
817	817
715	715
592	592
0	0
369	369
636	636
60	60
558	558
490	490
488	488
123	123
168	168
171	171
645	645
323	323
463	463
63	63
378	378
62	62
646	646
722	722
469	469
114	114
264	264
305	305
23	23
826	826
265	265
115	115
258	258
22	22
726	726
259	259
619	619
169	169
33	33
517	517
11	11
481	481
461	461
387	387
508	508
388	388
389	389
390	390
41	41
827	827
221	221
746	746
470	470
128	128
687	687
21	21
513	513
637	637
340	340
379	379
73	73
612	612
603	603
610	610
604	604
605	605
536	536
166	166
170	170
725	725
396	396
110	110
80	80
515	515
299	299
473	473
10	10
218	218
794	794
533	533
9	9
792	792
583	583
587	587
215	215
93	93
675	675
524	524
156	156
525	525
184	184
276	276
743	743
518	518
268	268
577	577
669	669
284	284
285	285
187	187
383	383
206	206
384	384
82	82
54	54
767	767
607	607
356	356
511	511
754	754
64	64
377	377
314	314
6	6
35	35
732	732
474	474
313	313
681	681
828	828
801	801
624	624
439	439
701	701
786	786
507	507
391	391
39	39
40	40
